theme0,theme1,theme2,theme3,theme4,species,leading_species,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
?,?,2402007,?,2422147,softwood,softwood,0.0,0.0,0.0,1.0,8.0,34.0,81.0,131.0,182.0,231.0,275.0,314.0,349.0,380.0,407.0,431.0,451.0,470.0,486.0,501.0,515.0,526.0,537.0,547.0,556.0,564.0,571.0,578.0,584.0,591.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0
?,?,2403007,?,2423147,softwood,softwood,0.0,0.0,0.0,3.0,30.0,91.0,176.0,257.0,330.0,394.0,448.0,495.0,533.0,567.0,596.0,620.0,642.0,661.0,678.0,694.0,709.0,719.0,728.0,736.0,746.0,754.0,761.0,766.0,771.0,775.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0
?,?,2402000,?,2422150,softwood,softwood,0.0,0.0,0.0,0.0,3.0,13.0,35.0,69.0,104.0,139.0,174.0,207.0,237.0,265.0,290.0,313.0,333.0,351.0,368.0,382.0,396.0,408.0,419.0,429.0,438.0,447.0,455.0,462.0,468.0,474.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0
?,?,2403000,?,2423150,softwood,softwood,0.0,0.0,0.0,2.0,12.0,45.0,94.0,156.0,213.0,265.0,311.0,351.0,386.0,417.0,444.0,467.0,487.0,506.0,522.0,536.0,549.0,561.0,571.0,580.0,589.0,597.0,605.0,612.0,619.0,623.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0
?,?,2403001,?,2423151,softwood,softwood,0.0,0.0,0.0,0.0,1.0,3.0,9.0,23.0,42.0,66.0,93.0,122.0,152.0,182.0,211.0,238.0,264.0,289.0,311.0,332.0,351.0,369.0,385.0,400.0,414.0,427.0,438.0,448.0,458.0,466.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0
?,?,2401002,?,2421152,softwood,softwood,0.0,0.0,0.0,3.0,10.0,17.0,35.0,63.0,90.0,115.0,139.0,161.0,181.0,198.0,213.0,225.0,236.0,245.0,253.0,260.0,265.0,270.0,274.0,277.0,279.0,282.0,283.0,285.0,286.0,287.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0
?,?,2402002,?,2422152,softwood,softwood,0.0,0.0,0.0,7.0,17.0,42.0,81.0,133.0,179.0,220.0,257.0,289.0,316.0,338.0,358.0,374.0,386.0,395.0,404.0,411.0,418.0,422.0,426.0,430.0,432.0,435.0,436.0,437.0,439.0,439.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0
?,?,2403002,?,2423152,softwood,softwood,0.0,0.0,0.0,15.0,42.0,108.0,187.0,281.0,359.0,425.0,480.0,521.0,559.0,585.0,607.0,626.0,641.0,652.0,660.0,666.0,672.0,677.0,681.0,684.0,687.0,689.0,690.0,692.0,693.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0
?,?,2402003,?,2422153,softwood,softwood,0.0,0.0,0.0,0.0,3.0,11.0,32.0,66.0,103.0,142.0,180.0,218.0,253.0,286.0,316.0,344.0,368.0,391.0,411.0,429.0,446.0,461.0,475.0,488.0,499.0,510.0,520.0,528.0,537.0,544.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0
?,?,2403003,?,2423153,softwood,softwood,0.0,0.0,0.0,1.0,11.0,44.0,95.0,166.0,231.0,291.0,346.0,396.0,439.0,477.0,510.0,539.0,565.0,588.0,607.0,624.0,641.0,655.0,667.0,679.0,691.0,701.0,710.0,719.0,726.0,733.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0
?,?,2402004,?,2422154,softwood,softwood,0.0,0.0,0.0,0.0,0.0,2.0,8.0,20.0,37.0,58.0,82.0,108.0,134.0,161.0,187.0,212.0,235.0,257.0,277.0,296.0,313.0,329.0,344.0,357.0,369.0,381.0,391.0,400.0,409.0,417.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0
?,?,2403004,?,2423154,softwood,softwood,0.0,0.0,0.0,0.0,2.0,8.0,24.0,48.0,79.0,112.0,149.0,185.0,221.0,255.0,287.0,317.0,344.0,370.0,393.0,415.0,435.0,452.0,469.0,484.0,497.0,509.0,520.0,530.0,539.0,547.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0
?,?,2401007,?,2421157,softwood,softwood,0.0,0.0,0.0,0.0,3.0,14.0,37.0,72.0,109.0,146.0,183.0,217.0,249.0,278.0,305.0,329.0,350.0,369.0,386.0,402.0,416.0,428.0,440.0,451.0,461.0,470.0,478.0,485.0,492.0,498.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0
?,?,2402007,?,2422157,softwood,softwood,0.0,0.0,0.0,1.0,8.0,34.0,76.0,130.0,183.0,232.0,276.0,315.0,350.0,381.0,408.0,432.0,452.0,471.0,487.0,503.0,516.0,527.0,538.0,548.0,557.0,565.0,572.0,579.0,586.0,592.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0
?,?,2403007,?,2423157,softwood,softwood,0.0,0.0,0.0,3.0,30.0,91.0,168.0,255.0,330.0,394.0,448.0,494.0,533.0,567.0,596.0,620.0,642.0,661.0,678.0,694.0,709.0,719.0,728.0,736.0,745.0,754.0,761.0,766.0,771.0,775.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0
?,?,2402000,?,2422160,softwood,softwood,0.0,0.0,0.0,0.0,3.0,13.0,35.0,64.0,103.0,140.0,175.0,207.0,238.0,265.0,290.0,313.0,333.0,351.0,368.0,383.0,396.0,408.0,419.0,430.0,439.0,448.0,455.0,462.0,469.0,475.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0
?,?,2403000,?,2423160,softwood,softwood,0.0,0.0,0.0,2.0,12.0,45.0,94.0,149.0,211.0,265.0,310.0,351.0,386.0,417.0,443.0,466.0,487.0,506.0,522.0,535.0,548.0,560.0,571.0,580.0,588.0,597.0,605.0,612.0,618.0,623.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0
?,?,2403001,?,2423161,softwood,softwood,0.0,0.0,0.0,0.0,1.0,3.0,9.0,23.0,42.0,66.0,93.0,122.0,152.0,182.0,211.0,238.0,264.0,289.0,311.0,332.0,351.0,369.0,385.0,400.0,414.0,427.0,438.0,448.0,458.0,466.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0
?,?,2401002,?,2421162,softwood,softwood,0.0,0.0,0.0,3.0,10.0,17.0,35.0,58.0,89.0,116.0,140.0,162.0,182.0,199.0,214.0,226.0,237.0,246.0,254.0,261.0,266.0,271.0,275.0,278.0,281.0,283.0,285.0,286.0,287.0,288.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0
?,?,2402002,?,2422162,softwood,softwood,0.0,0.0,0.0,7.0,17.0,42.0,81.0,125.0,177.0,220.0,257.0,289.0,317.0,339.0,358.0,374.0,386.0,396.0,404.0,412.0,418.0,423.0,427.0,430.0,433.0,435.0,437.0,438.0,439.0,440.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0
?,?,2403002,?,2423162,softwood,softwood,0.0,0.0,0.0,15.0,42.0,108.0,187.0,266.0,353.0,422.0,477.0,518.0,555.0,581.0,603.0,622.0,637.0,647.0,655.0,662.0,667.0,672.0,676.0,679.0,681.0,684.0,685.0,687.0,688.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0
?,?,2402003,?,2422163,softwood,softwood,0.0,0.0,0.0,0.0,3.0,11.0,32.0,62.0,103.0,142.0,181.0,218.0,254.0,286.0,317.0,344.0,369.0,392.0,412.0,430.0,446.0,462.0,476.0,489.0,500.0,511.0,520.0,529.0,537.0,545.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0
?,?,2403003,?,2423163,softwood,softwood,0.0,0.0,0.0,1.0,11.0,44.0,95.0,157.0,228.0,291.0,346.0,396.0,439.0,477.0,509.0,538.0,564.0,587.0,607.0,624.0,640.0,654.0,667.0,678.0,690.0,701.0,710.0,718.0,726.0,733.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0
?,?,2402004,?,2422164,softwood,softwood,0.0,0.0,0.0,0.0,0.0,2.0,8.0,20.0,37.0,58.0,82.0,108.0,134.0,161.0,187.0,212.0,235.0,257.0,277.0,296.0,313.0,329.0,344.0,357.0,369.0,381.0,391.0,400.0,409.0,417.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0
?,?,2403004,?,2423164,softwood,softwood,0.0,0.0,0.0,0.0,2.0,8.0,24.0,48.0,79.0,112.0,149.0,185.0,221.0,255.0,287.0,317.0,344.0,370.0,393.0,415.0,435.0,452.0,469.0,484.0,497.0,509.0,520.0,530.0,539.0,547.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0
?,?,2401007,?,2421167,softwood,softwood,0.0,0.0,0.0,0.0,3.0,14.0,37.0,68.0,108.0,147.0,183.0,218.0,250.0,279.0,305.0,329.0,350.0,369.0,387.0,402.0,416.0,429.0,441.0,451.0,461.0,470.0,479.0,486.0,493.0,499.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0
?,?,2402007,?,2422167,softwood,softwood,0.0,0.0,0.0,1.0,8.0,34.0,76.0,124.0,182.0,232.0,276.0,316.0,351.0,381.0,408.0,432.0,452.0,471.0,488.0,503.0,516.0,527.0,538.0,548.0,557.0,565.0,572.0,579.0,586.0,592.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0
?,?,2403007,?,2423167,softwood,softwood,0.0,0.0,0.0,3.0,30.0,91.0,168.0,246.0,327.0,393.0,447.0,494.0,532.0,566.0,595.0,619.0,641.0,660.0,677.0,693.0,708.0,718.0,727.0,735.0,744.0,753.0,760.0,765.0,770.0,774.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0
?,?,2402000,?,2422170,softwood,softwood,0.0,0.0,0.0,0.0,3.0,13.0,35.0,64.0,98.0,139.0,175.0,207.0,238.0,265.0,291.0,313.0,333.0,352.0,368.0,383.0,396.0,408.0,419.0,430.0,439.0,448.0,456.0,463.0,469.0,475.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0
?,?,2403000,?,2423170,softwood,softwood,0.0,0.0,0.0,2.0,12.0,45.0,94.0,149.0,204.0,262.0,310.0,350.0,385.0,416.0,443.0,466.0,486.0,505.0,521.0,535.0,547.0,559.0,570.0,579.0,588.0,596.0,604.0,611.0,617.0,622.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0,626.0
?,?,2403001,?,2423171,softwood,softwood,0.0,0.0,0.0,0.0,1.0,3.0,9.0,23.0,42.0,66.0,93.0,122.0,152.0,182.0,211.0,238.0,264.0,289.0,311.0,332.0,351.0,369.0,385.0,400.0,414.0,427.0,438.0,448.0,458.0,466.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0
?,?,2401002,?,2421172,softwood,softwood,0.0,0.0,0.0,3.0,10.0,17.0,35.0,58.0,84.0,115.0,141.0,162.0,182.0,199.0,214.0,227.0,238.0,247.0,255.0,262.0,267.0,272.0,275.0,279.0,281.0,283.0,285.0,287.0,288.0,289.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0
