theme0,theme1,theme2,theme3,theme4,species,using_age_class,age,area,delay,landclass,historic_disturbance,last_pass_disturbance
tsa24_clipped,1,2401002,204,2421002,softwood,FALSE,20,0.422054121,0,0,fire,harvest
